Binomial,Stage1,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Amazilia_chionogaster,1,NA,FJ027761,AY830462,NA,NA,NA,AY830613 - Bfib intron 7,NA,NA,GU166944
Amazilia_decora,1,NA,NA,EU042519,NA,NA,NA,EU042355,NA,NA,NA
Amazilia_fimbriata,1,NA,NA,EU042520,NA,NA,NA,EU042356 extraction (reversed),NA,NA,GU166945
Amazilia_franciae,1,NA,NA,EU042521,NA,NA,NA,EU042357 extraction (reversed),NA,NA,GU166946
Amazilia_lactea,1,NA,NA,GU167203,NA,NA,NA,GU167093 - Bfib intron 7,NA,NA,GU166947
Amazilia_rosenbergi,1,NA,NA,GU167204,NA,NA,NA,GU167094 - Bfib intron 7,NA,NA,GU166948
Amazilia_rutila,1,EU442347,EU442323,EU042522,NA,NA,NA,EU042358 extraction (reversed),NA,NA,NA
Amazilia_saucerrottei,1,NA,NA,EU042523,NA,NA,NA,GU167095 - Bfib intron 7,NA,NA,GU166949
Amazilia_tobaci,1,NA,NA,NA,NA,NA,NA,AY695143,NA,NA,NA
Amazilia_tzacatl,1,U89180,NA,EU042524,NA,NA,NA,EU042360 extraction (reversed),NA,NA,GU166950
Amazilia_versicolor,1,NA,FJ027049,EU042525,NA,NA,NA,EU042361 extraction (reversed),NA,NA,GU166951
Amazilia_viridicauda,1,NA,NA,GU167206,NA,NA,NA,GU167096 - Bfib intron 7,NA,NA,GU166952
Amazilia_viridigaster,1,NA,NA,EU042526,NA,NA,NA,GU167097 - Bfib intron 7,NA,NA,GU166953
Amazilia_yucatanensis,1,NA,DQ433296,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_aestiva,1,AY283469,AY194367,AY194434,NA,NA,NA,AY301472 - intron 7,AY194432,NA,NA
Amazona_agilis,1,AY283489,AY301426,NA,NA,NA,NA,AY301474 - intron 7,NA,NA,NA
Amazona_albifrons,1,AY283492,AY301427,NA,NA,NA,NA,AY301475 - intron 7,NA,NA,NA
Amazona_amazonica,1,AY283516,AY194399,AY194466,NA,NA,NA,AY301478 - intron 7,AY194433,NA,NA
Amazona_arausiaca,1,AY283465,AY301431,NA,NA,NA,NA,AY301479 - intron 7,NA,NA,NA
Amazona_auropalliata,1,AY194408,AY301432,AY194444,NA,NA,NA,AY301480 - intron 7,NA,NA,NA
Amazona_autumnalis,1,AY283455,AY194379,AY194446,NA,NA,NA,AY301482 - intron 7,AY194426,NA,NA
Amazona_barbadensis,1,AY283462,AY194403,NA,NA,NA,NA,AY301484 - intron 7,NA,NA,NA
Amazona_brasiliensis,1,NA,AY301437,NA,NA,NA,NA,AY301485 - intron 7,NA,NA,NA
Amazona_collaria,1,AY283494,AY301438,NA,NA,NA,NA,AY301486 - intron 7,NA,NA,NA
Amazona_dufresniana,1,AY283454,AY301439,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_farinosa,1,AY283475,AY194394,AY194461,NA,DQ143346,NA,AY301487 - intron 7,AY194428,NA,NA
Amazona_festiva,1,NA,AY301444,NA,NA,NA,NA,AY301491 - intron 7,NA,NA,NA
Amazona_finschi,1,AY283461,AY301445,NA,NA,NA,NA,AY301492 - intron 7,NA,NA,NA
Amazona_guildingii,1,AY283459,AY301446,NA,NA,NA,NA,AY301493 - intron 7,NA,NA,NA
Amazona_imperialis,1,AY283457,AY301447,NA,NA,NA,NA,AY301494 - intron 7,NA,NA,NA
Amazona_kawalli,1,NA,AY301448,NA,NA,NA,NA,AY301495 - intron 7,NA,NA,NA
Amazona_leucocephala,1,AY283480,AY301449,NA,NA,NA,NA,AY301496 - intron 7,NA,NA,NA
Amazona_ochrocephala,1,AY283468,AY194373,AY194440,NA,NA,NA,AY301498,AY194430,NA,NA
Amazona_oratrix,1,AY283470,AY301456,AY194453,NA,NA,NA,AY301503,NA,NA,NA
Amazona_pretrei,1,NA,AY301457,NA,NA,NA,NA,AY301504 - intron 7,NA,NA,NA
Amazona_rhodocorytha,1,NA,AY301458,NA,NA,NA,NA,AY301505 - intron 7,NA,NA,NA
Amazona_tucumana,1,NA,AY301459,NA,NA,NA,NA,AY301506 extraction,NA,NA,NA
Amazona_ventralis,1,U89178,AY301460,NA,NA,NA,NA,AY301507 - intron 7,NA,NA,NA
Amazona_versicolor,1,AY283466,AY301461,NA,NA,NA,NA,AY301508 - intron 7,NA,NA,NA
Amazona_vinacea,1,NA,AY301462,NA,NA,NA,NA,AY301509 - intron 7,NA,NA,NA
Amazona_viridigenalis,1,AY283452,AY301463,EU327598,NA,NA,NA,AY301510 - intron 7,AY194427,NA,NA
Amazona_vittata,1,AY283485,AY301464,NA,NA,NA,NA,AY301511 - intron 7,NA,NA,NA
Amazonetta_brasiliensis,1,AF059054,FJ027062,AF059115,NA,AF427042,NA,NA,NA,NA,NA
Amblycercus_holosericeus,1,AY117722,NA,AY117752,NA,NA,NA,NA,NA,NA,NA
Amblyornis_inornata,1,U76508,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyornis_macgregoriae,1,X60940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyornis_subalaris,1,U76505,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyospiza_albifrons,1,AM710215,NA,AF407037,AM709892,NA,NA,NA,AM709840,NA,NA
Amblyramphus_holosericeus,1,AF089014,FJ027066,AF109942,NA,NA,NA,NA,NA,NA,NA
Ammodramus_aurifrons,1,FJ547282,NA,FJ547323,NA,NA,NA,NA,NA,NA,NA
Ammodramus_bairdii,1,DQ459521,DQ432707,DQ459541,NA,NA,NA,NA,NA,NA,NA
Ammodramus_caudacutus,1,DQ459519,HM230747 ,DQ459539,NA,NA,NA,NA,NA,NA,NA
Ammodramus_henslowii,1,DQ459511,NA,DQ459531,NA,NA,NA,NA,NA,NA,NA
Ammodramus_humeralis,1,EU325784,FJ027070,FJ547324,NA,NA,NA,NA,NA,GU816942,NA
Ammodramus_leconteii,1,DQ459512,DQ432710,DQ459532,NA,NA,NA,NA,NA,NA,NA
Ammodramus_maritimus,1,DQ459520,DQ433299,DQ459540,NA,NA,NA,NA,NA,NA,NA
Ammodramus_nelsoni,1,DQ459522,DQ433298,DQ459542,NA,NA,NA,NA,NA,NA,NA
Ammodramus_savannarum,1,EF529934,DQ432712,AF290125,NA,NA,NA,NA,NA,NA,NA
Ammomanes_cinctura,1,AY165150,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammomanes_grayi,1,AY165168,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammomanes_phoenicura,1,AY165152,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammoperdix_heyi,1,AM236901,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampeliceps_coronatus,1,NA,EF484178,EF468148,NA,AY307181,EF468286,EF471805,NA,DQ466815,NA
Ampelioides_tschudii,1,DQ470491,NA,NA,NA,FJ501597,NA,NA,DQ470516,DQ470543,EU231841
Ampelion_rubrocristatus,1,DQ470492,NA,NA,NA,NA,NA,NA,DQ470517,DQ470544,NA
Ampelion_rufaxilla,1,NA,NA,NA,NA,FJ501598,NA,NA,NA,NA,NA
Amphispiza_belli,1,EF488738,DQ433303,DQ459536,NA,NA,NA,NA,NA,NA,NA
Amphispiza_bilineata,1,FJ547280,DQ433308,FJ547321,NA,NA,NA,NA,NA,NA,NA
Amytornis_ballarae,1,NA,GU825787,GU825907,HQ118196,NA,HQ118150,NA,NA,HQ118166,NA
Amytornis_barbatus,1,NA,GU825793,GU825912,HQ118197,NA,HQ118151,NA,NA,HQ118168,NA
Amytornis_dorotheae,1,NA,HQ118122,HQ118183,HQ118199,NA,HQ118153,NA,NA,HQ118169,NA
Amytornis_goyderi,1,NA,GU825795,HQ118184,HQ118200,NA,HQ118154,NA,NA,HQ118170,NA
Amytornis_housei,1,NA,GU825796,HQ118185,EU878189,NA,HQ118155,NA,NA,HQ118171,NA
Amytornis_merrotsyi,1,NA,GU825799,HQ118186,EU878182,NA,HQ118156,NA,NA,HQ118172,NA
Amytornis_purnelli,1,NA,GU825797,GU825914,HQ118202,NA,HQ118157,NA,NA,HQ118173,NA
Amytornis_striatus,1,AY488401,HQ118127,HQ118188,HQ118203,FJ821041,AY488482,NA,NA,HQ118174,NA
Amytornis_textilis,1,NA,GU825794,HQ118190,HQ118206,NA,HQ118160,NA,NA,HQ118176,NA
Amytornis_woodwardi,1,NA,HQ118132,HQ118193,HQ118209,NA,HQ118163,NA,NA,HQ118179,NA
Anabacerthia_striaticollis,1,AY998200,NA,NA,NA,FJ461141,GQ140109,NA,AY998219,AY998237,GQ140040
Anabazenops_dorsalis,1,NA,NA,HM449828,NA,NA,NA,NA,NA,NA,NA
Anabazenops_fuscus,1,NA,NA,NA,NA,FJ461147,NA,NA,NA,NA,NA
Anairetes_agilis,1,AF067007,NA,AF066998,NA,NA,NA,NA,NA,NA,NA
Anairetes_agraphia,1,NA,NA,NA,NA,FJ501765,NA,NA,NA,NA,NA
Anairetes_alpinus,1,AF067004,NA,AF066995,NA,NA,NA,NA,EU231677,EU231775,EU231878
Anairetes_fernandezianus,1,AF067001,NA,AF066992,NA,NA,NA,NA,NA,NA,NA
Anairetes_flavirostris,1,AF052240,FJ027076,AF066997,NA,FJ501599,NA,NA,NA,NA,NA
Anairetes_nigrocristatus,1,AF067005,NA,AF066996,NA,NA,NA,NA,NA,NA,NA
Anairetes_parulus,1,AF067002,FJ027077,AF066993,NA,NA,NA,NA,EU231678,EU231776,EU231879
Anairetes_reguloides,1,AF067003,NA,AF066994,NA,NA,NA,NA,NA,NA,NA
Anarhynchus_frontalis,1,EF373118,NA,EF373222,NA,EF373167,NA,NA,NA,NA,NA
Anas_acuta,1,EU914148,EF515735,AF059116,NA,NA,NA,NA,NA,NA,NA
Anas_americana,1,AF059103,DQ433309,AF059163,NA,NA,NA,NA,NA,NA,NA
Anas_aucklandica,1,AF059056,NA,AF059117,NA,NA,NA,NA,NA,NA,NA
Anas_bahamensis,1,EU914147,FJ027081,AF059120,NA,NA,NA,NA,NA,NA,NA
Anas_bernieri,1,AF059060,NA,AF059121,NA,NA,NA,NA,NA,NA,NA
Anas_capensis,1,AF059105,NA,AF059165,NA,NA,NA,NA,NA,NA,NA
Anas_castanea,1,AF059065,NA,AF059125,NA,NA,NA,NA,NA,NA,NA
Anas_chlorotis,1,AF059061,NA,AF059122,NA,NA,NA,NA,NA,NA,NA
Anas_clypeata,1,EU914154,DQ434273,AF059174,NA,NA,NA,NA,NA,NA,NA
Anas_crecca,1,EU585607,DQ434281,AF059123,NA,NA,NA,NA,NA,NA,NA
Anas_cyanoptera,1,EU914155,DQ433311,AF059126,NA,NA,NA,GQ269604,NA,NA,GQ269375
Anas_discors,1,EU914146,AY666323,AF059128,NA,NA,NA,NA,NA,NA,NA
Anas_erythrorhyncha,1,AF059070,NA,AF059130,NA,NA,NA,NA,NA,NA,NA
Anas_falcata,1,EU914145,GQ481322,AF059166,NA,NA,NA,NA,NA,NA,NA
Anas_flavirostris,1,EU914152,FJ027087,AF059131,NA,NA,NA,GQ270217,NA,NA,GQ269980
Anas_formosa,1,EU914153,EF515741,AF059133,NA,NA,NA,NA,NA,NA,NA
Anas_fulvigula,1,AF059074,DQ432723,AF059134,NA,NA,NA,NA,NA,NA,EU580193
Anas_georgica,1,AF059075,FJ027092,AF059135,NA,NA,NA,FJ618134,NA,NA,FJ617870
Anas_gracilis,1,AF059076,NA,AF059136,NA,NA,NA,NA,NA,NA,NA
Anas_hottentota,1,EU585608,NA,AF059137,NA,NA,NA,NA,NA,NA,NA
Anas_laysanensis,1,AF059078,NA,AF059138,NA,NA,NA,NA,NA,NA,NA
Anas_luzonica,1,AF059079,NA,AF059139,NA,NA,NA,NA,NA,NA,NA
Anas_melleri,1,AF059080,NA,AF059140,NA,NA,NA,NA,NA,NA,NA
Anas_nesiotis,1,AF059057,NA,AF059118,NA,NA,NA,NA,NA,NA,NA
Anas_penelope,1,EU914158,FJ808624,AF059167,NA,NA,NA,NA,NA,NA,NA
Anas_platalea,1,AF059084,FJ027098,AF059144,NA,NA,NA,NA,NA,NA,NA
Anas_platyrhynchos,1,EU755253,EU755253,EU755253,EU755253,NA,EU739196,EF552750 - intron 7,AF339357,EU739906,NA
Anas_poecilorhyncha,1,EU914150,FJ808643,AF059143,NA,NA,NA,NA,NA,NA,AY507078
Anas_puna,1,EU585611,FJ027101,EU585674,NA,NA,NA,GQ270805,NA,NA,NA
Anas_querquedula,1,EU585610,GQ481326,AF059146,NA,NA,NA,NA,NA,NA,NA
Anas_rhynchotis,1,AF059087,NA,AF059147,NA,NA,NA,NA,NA,NA,NA
Anas_rubripes,1,AF059088,AY666221,AF059148,NA,NA,NA,NA,NA,NA,EU580371
Anas_sibilatrix,1,EU914149,FJ027104,AF059168,NA,NA,NA,NA,NA,NA,NA
Anas_smithii,1,AF059089,NA,AF059149,NA,NA,NA,NA,NA,NA,NA
Anas_sparsa,1,EU914151,NA,AF059151,NA,NA,NA,NA,NA,NA,NA
Anas_strepera,1,EU574791,DQ434301,AF059169,NA,AF143729,NA,NA,NA,NA,EU555961
Anas_superciliosa,1,FJ498963,NA,AF059152,NA,NA,NA,NA,NA,NA,NA
Anas_undulata,1,AF059093,NA,AF059153,NA,NA,NA,NA,NA,NA,NA
Anas_versicolor,1,AF059094,FJ027114,AF059154,NA,NA,NA,GQ270800,NA,NA,GQ270619
Ancistrops_strigilatus,1,GQ140106,NA,NA,NA,FJ461144,NA,NA,NA,NA,NA
Andigena_cucullata,1,AY959828,AY959801,AY959855,NA,NA,NA,AY279260 - beta fibrinogen intron 7,NA,NA,NA
Andigena_hypoglauca,1,AF123516,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andigena_laminirostris,1,AF123515,NA,NA,NA,NA,NA,NA,NA,NA,NA
Androdon_aequatorialis,1,AY150649,NA,AY830463,NA,NA,NA,AY830614 - Bfib intron 7,NA,NA,GU166954
Andropadus_ansorgei,1,NA,NA,DQ402195,DQ402256,NA,EF626708,DQ402313 (reversed),NA,EF625246,EF625297
Andropadus_curvirostris,1,AF003442,NA,DQ402198,DQ402259,NA,EF626706,DQ402359 (reversed),NA,EF625248,EF625296
Andropadus_gracilirostris,1,NA,NA,GQ242082,GQ242116,NA,EF626705,GQ242060 (reversed),NA,EF625249,EF625294
Andropadus_gracilis,1,NA,NA,DQ402196,DQ402257,NA,EF626709,DQ402357 (reversed),NA,EF625245,EF625298
Andropadus_importunus,1,AF003440,FJ473230,AF003469,GQ242115,NA,EF626713,GQ242059 (reversed),NA,EF625252,EF625303
Andropadus_latirostris,1,DQ008508,NA,AF003466,GQ242124,NA,EF626710,GQ242068 (reversed),NA,DQ008560,EF625299
Andropadus_masukuensis,1,AF003404,NA,AF003451,AY590759,NA,EF626699,GQ242064 (reversed),NA,EF625238,EF625288
Andropadus_milanjensis,1,AF003423,NA,AF003462,NA,NA,EF626704,NA,NA,EF625244,EF625293
Andropadus_montanus,1,AF003411,NA,AF003455,NA,NA,NA,NA,NA,NA,NA
Andropadus_nigriceps,1,AT422CYTB2,NA,ATAF003459,NA,NA,EF626703,NA,NA,EF625240,EF625292
Andropadus_tephrolaemus,1,AF282795,NA,AF003460,GQ242121,NA,GQ242044,GQ242065 (reversed),NA,GQ242109,GQ242147
Andropadus_virens,1,AF003436,NA,DQ402197,DQ402258,NA,EF626711,DQ402358 (reversed),NA,EF625250,EF625301
Anhima_cornuta,1,AY140735,AY140729,AY140737,NA,AY140765,NA,NA,NA,NA,NA
Anhinga_anhinga,1,U83156,DQ432727,NA,NA,DQ881797,EU739208,EF552751 - intron 7,NA,DQ881838,EF552709
Anhinga_novaehollandiae,1,NA,AY369057,NA,NA,NA,NA,NA,NA,NA,NA
Anhinga_rufa,1,NC_014681,NC_014682,NC_014681,NC_014681,NA,NA,NA,NA,NA,NA
Anisognathus_igniventris,1,EU647961,NA,EU648006,NA,NA,NA,NA,NA,NA,NA
Anisognathus_lacrymosus,1,EU647963,NA,EU648007,NA,NA,NA,NA,NA,NA,NA
Anisognathus_melanogenys,1,EU647965,NA,EU648009,NA,NA,NA,NA,NA,NA,NA
Anisognathus_notabilis,1,EU647966,NA,EU648010,NA,NA,NA,NA,NA,NA,NA
Anisognathus_somptuosus,1,NA,NA,EU648011,NA,NA,NA,NA,NA,NA,NA
Anodorhynchus_hyacinthinus,1,U70763,AF370737,DQ143311,NA,DQ143329,NA,NA,NA,NA,NA
Anodorhynchus_leari,1,AY669402,AF370736,AY669446,NA,NA,NA,NA,NA,NA,NA
Anomalospiza_imberbis,1,NA,NA,AF407019,NA,NA,NA,NA,AY363820,NA,NA
Anorrhinus_austeni,1,GU257908,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anorrhinus_galeritus,1,GU257909,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anorrhinus_tickelli,1,GU257907,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anous_minutus,1,AY631284,NA,AY631356,NA,NA,NA,NA,NA,NA,NA
Anous_stolidus,1,AY631285,DQ433312,AY631357,NA,NA,NA,NA,FM210017,NA,NA
Anous_tenuirostris,1,AY631286,NA,EF373223,NA,EF373168,NA,GU129662 - FGB intron 7,NA,GU129660,NA
Anser_albifrons,1,NC_004539,NC_004539,NC_004539,NC_004539,DQ137227,NA,NA,NA,NA,NA
Anser_anser,1,NC_011196,NC_011196,NC_011196,NC_011196,NA,NA,NA,NA,NA,NA
Anser_brachyrhynchus,1,EU585614,GU179004,EU585677,NA,NA,NA,NA,NA,NA,NA
Anser_cygnoides,1,AY552164,NA,EU585679,NA,NA,NA,NA,NA,NA,NA
Anser_erythropus,1,AY072600,NA,EU585680,NA,NA,EU739209,EU739365 extraction,NA,EU739918,NA
Anser_fabalis,1,EU585618,FJ808625,EU585681,NA,NA,NA,NA,NA,NA,NA
Anser_indicus,1,EU585619,GU179002,EU585682,NA,NA,NA,NA,NA,NA,NA
Anthocephala_floriceps,1,NA,NA,GU167208,NA,NA,NA,GU167098 - Bfib intron 7,NA,NA,GU166955
Anthochaera_carunculata,1,AY488333,NA,AY488262,NA,NA,AY488413,NA,NA,NA,NA
Anthochaera_chrysoptera,1,AY488334,NA,AY488263,NA,NA,AY488414,NA,NA,NA,NA
Anthochaera_lunulata,1,AY488335,NA,AY488264,NA,NA,AY488415,NA,NA,NA,NA
Anthochaera_paradoxa,1,AY488336,NA,AY488265,NA,NA,AY488416,NA,NA,NA,NA
Anthoscopus_minutus,1,AF347970,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthoscopus_musculus,1,NA,NA,AY136585,NA,NA,NA,NA,NA,NA,NA
Anthracoceros_albirostris,1,U89190,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthracoceros_malayanus,1,AF346952,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthracothorax_dominicus,1,NA,NA,EU983416,NA,NA,NA,NA,NA,NA,NA
Anthracothorax_mango,1,NA,NA,AY830464,NA,NA,NA,AY830615 - Bfib intron 7,NA,NA,NA
Anthracothorax_nigricollis,1,NA,NA,EU042527,NA,NA,NA,EU042363 extraction - Bfib gene,NA,NA,GU166956
Anthracothorax_prevostii,1,AY150660,EU442322,GU167209,NA,NA,NA,GU167099 - Bfib intron 7,NA,NA,GU166957
Anthracothorax_veraguensis,1,NA,NA,EU983402,NA,NA,NA,NA,NA,NA,NA
Anthracothorax_viridigula,1,NA,NA,EU983411,NA,NA,NA,NA,NA,NA,NA
Anthracothorax_viridis,1,NA,NA,EU983418,NA,NA,NA,NA,NA,NA,NA
Anthreptes_collaris,1,NA,NA,AY136607,AY233987,NA,NA,NA,NA,NA,NA
Anthreptes_fraseri,1,NA,NA,NA,AY233988,NA,NA,NA,NA,NA,NA
Anthreptes_malacensis,1,NA,NA,NA,AY233989,NA,NA,NA,NA,NA,NA
Anthreptes_orientalis,1,NA,NA,NA,AY233990,NA,NA,NA,NA,NA,NA
Anthreptes_rectirostris,1,NA,NA,GQ145273,GQ145231,NA,NA,NA,NA,NA,NA
Anthus_berthelotii,1,U46769,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_brachyurus,1,AF526450,NA,AF526485,NA,NA,NA,NA,NA,NA,NA
Anthus_campestris,1,U46771,GQ481330,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_cervinus,1,U46776,GQ481336,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_correndera,1,NA,FJ027123,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_godlewskii,1,NA,GQ481338,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_gustavi,1,NA,GQ481344,HM538376,NA,NA,NA,NA,NA,NA,NA
Anthus_hellmayri,1,NA,FJ027127,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_hodgsoni,1,NA,GQ481349,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_lutescens,1,NA,FJ027131,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_novaeseelandiae,1,AF526447,NA,AY329410,NA,NA,NA,NA,NA,NA,NA
Anthus_petrosus,1,U46772,FJ465301,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_pratensis,1,U46774,GQ481354,AY259440,NA,NA,NA,NA,NA,NA,NA
Anthus_richardi,1,U46770,GQ481355,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_rubescens,1,NA,DQ432731,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_similis,1,AM231754,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_spinoletta,1,U46773,GQ481365,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_spragueii,1,NA,DQ433315,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_trivialis,1,U46775,GQ481369,NA,NA,AY228004,NA,NA,NA,AY228285,GU816919
Antilophia_galeata,1,EF633390,EF111037,AY136619,NA,FJ501600,AY136615,EU522596 - intron 7,NA,NA,EU522515
Anumbius_annumbi,1,AY065709,FJ027133,NA,NA,AY065738,EF212040,NA,NA,AY065765,EF212088
Apalis_alticola,1,NA,NA,EU239793,EU247893,NA,NA,NA,NA,EU247917,NA
Apalis_binotata,1,NA,NA,EU239794,EU247894,NA,NA,NA,NA,EU247920,NA
Apalis_cinerea,1,NA,NA,DQ871370,EU247904,NA,NA,NA,NA,DQ871408,NA
Apalis_flavida,1,DQ008496,NA,AY136597,NA,NA,NA,NA,NA,DQ008547,NA
Apalis_jacksoni,1,NA,NA,DQ871371,EU247905,NA,EU686252,NA,NA,DQ871409,NA
Apalis_melanocephala,1,NA,NA,EU239795,EU247895,NA,NA,NA,NA,EU247918,NA
Apalis_porphyrolaema,1,NA,NA,EU239796,EU247896,NA,NA,NA,NA,EU247921,NA
Apalis_rufogularis,1,NA,NA,DQ871387,EU247907,NA,NA,NA,NA,DQ871431,NA
Apalis_thoracica,1,DQ008497,NA,EU239797,EU247897,NA,GQ242049,GQ242072 (reversed),NA,DQ008548,EU680705
Apaloderma_aequatoriale,1,NA,NA,EU603908,NA,NA,NA,NA,NA,NA,NA
Apaloderma_narina,1,U94798,NA,AY625223,NA,NA,NA,AY600473,AY600488,AY600502,NA
Apaloderma_vittatum,1,U89200,NA,AY625222,NA,AY625251,NA,AY600474,AY600489,AY600503,NA
Aphanotriccus_audax,1,AF447621,AF447699,AF447647,AF447675,NA,NA,NA,NA,NA,NA
Aphantochroa_cirrochloris,1,NA,NA,EU042528,NA,NA,NA,EU042364 extraction - Bfib gene,NA,NA,NA
Aphelocephala_leucopsis,1,AF129212,GU825784,GU825903,NA,GU825832,NA,NA,NA,NA,NA
Aphelocephala_nigricincta,1,NA,GU825790,GU825910,NA,NA,NA,NA,NA,NA,NA
Aphelocoma_californica,1,AY030116,DQ433317,AY030142,AY030162,NA,NA,DQ912638 - intron 7,NA,NA,NA
Aphelocoma_coerulescens,1,U77335,DQ432736,AY389364,NA,NA,NA,AY395598,NA,AY395580,NA
Aphelocoma_insularis,1,NA,DQ432738,AY389365,NA,NA,NA,NA,NA,NA,NA
Aphelocoma_ultramarina,1,NA,DQ432740,AY389374,NA,NA,NA,AY570967 - intron 7,NA,NA,NA
Aphelocoma_unicolor,1,NA,NA,AY389379,NA,NA,NA,NA,NA,NA,NA
Aphrastura_spinicauda,1,AY998188,FJ027139,AY695004,AY695044,FJ461110,GQ140138,NA,AY998206,AY998225,GQ140048
Aphriza_virgata,1,EF373120,AY666181,EF373224,NA,EF373169,NA,NA,NA,NA,NA
Aplonis_brunneicapillus,1,NA,EF484175,EF468145,NA,NA,EF468283,EF471802,NA,NA,NA
Aplonis_cantoroides,1,NA,EF484176,EF468146,NA,NA,EF468284,EF471803,NA,NA,NA
Aplonis_cinerascens,1,NA,EF484177,EF468147,NA,NA,EF468285,EF471804,NA,NA,NA
Aplonis_grandis,1,NA,EF484179,EF468149,NA,DQ466795,EF468287,EF471806,NA,DQ466816,NA
Aplonis_insularis,1,NA,EF484180,EF468150,NA,NA,EF468288,EF471807,NA,NA,NA
Aplonis_metallica,1,FJ499018,EF484181,EF468151,NA,NA,EF468289,EF471808,NA,NA,NA
Aplonis_minor,1,NA,EF484182,EF468152,NA,NA,EF468290,EF471809,NA,NA,NA
Aplonis_panayensis,1,NA,EF484183,EF468153,NA,AY307182,EF468291,EF471810,EU551898,DQ466817,EU551929
Aplonis_pelzelni,1,NA,EF484184,EF468154,NA,NA,EF468292,EF471811,NA,NA,NA
Aplonis_tabuensis,1,NA,EF484185,DQ466854,NA,DQ466796,EF468293,EF471812,NA,DQ466818,NA
Aprosmictus_erythropterus,1,AB177959,EU621596,EU327599,NA,NA,NA,NA,NA,NA,NA
Aprosmictus_jonquillaceus,1,NA,NA,NA,NA,GQ505200,NA,NA,NA,NA,NA
Aptenodytes_forsteri,1,DQ137225,EU525299,NA,NA,DQ137246,NA,NA,NA,NA,NA
Aptenodytes_patagonicus,1,AY139623,EU525303,AY139622,AF076343,DQ137247,NA,NA,NA,NA,NA
Apteryx_australis,1,U76050,NA,NA,NA,DQ881835,EU739188,DQ882004,NA,DQ881880,DQ881794
Apteryx_haastii,1,NC_002782,NC_002782,NC_002782,NC_002782,NA,NA,NA,NA,NA,NA
Apteryx_mantelli,1,AY016010,AY016010,AY016010,AY016010,NA,NA,NA,NA,NA,NA
Apteryx_owenii,1,NC_013806,NC_013806,NC_013806,NC_013806,NA,NA,NA,NA,NA,NA
Apus_affinis,1,AY294469,NA,AY294531,NA,AY056979,NA,NA,NA,NA,NA
Apus_apus,1,NC_008540,NC_008540,NC_008540,NC_008540,AF294664,NA,AY513096 - Fib intron 7,NA,DQ881839,DQ881714
Apus_nipalensis,1,U50001,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apus_pacificus,1,NA,GQ481371,NA,NA,NA,NA,NA,NA,NA,NA
Aquila_adalberti,1,Z73463,NA,NA,NA,EU345533,NA,NA,NA,NA,NA
Aquila_africanus,1,AY987295,NA,AY987117,NA,NA,NA,NA,NA,NA,NA
Aquila_audax,1,AJ604484,NA,AY987124,NA,AJ601441,NA,NA,NA,NA,NA
Aquila_chrysaetos,1,AJ604486,AY666434,AY987116,NA,EF078712,NA,AY987203 - intron 7,NA,NA,NA
Aquila_clanga,1,AJ604487,EF515765,AY987105,NA,AJ601443,NA,NA,NA,NA,NA
Aquila_fasciatus,1,AJ604498,NA,AY987120,NA,AJ601454,NA,NA,NA,NA,NA
Aquila_gurneyi,1,AY987303,NA,AY987125,NA,NA,NA,NA,NA,NA,NA
Aquila_hastata,1,AY987286,NA,*AY987107,NA,NA,NA,NA,NA,NA,NA
Aquila_heliaca,1,AJ604488,DQ834323,AY987106,NA,AJ601444,NA,AY987198 - intron 7,NA,NA,NA
Aquila_nipalensis,1,AJ604489,DQ834326,AY987108,NA,AJ601445,NA,AY987199 - intron 7,NA,NA,NA
